Depth/Thickness(m),GR(API),AC(us/m),RT(ohm×m),TOC(%),Journal,Author,Well,Area,DOI1,DOI2,,
2422,5.88784,36.29291,3.52076,3.42286,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2422.5,4.51719,42.21752,4.94175,3.06738,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2423,3.70299,48.14213,4.61776,3.18588,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2423.5,3.95662,54.06674,4.94175,3.36361,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2424,5.88784,59.99136,4.03213,3.00814,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2424.5,5.88784,65.91597,7.4229,2.59342,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2425,4.82659,69.47073,6.4815,2.29718,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2425.5,5.51041,71.24812,4.94175,1.94171,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2426,4.82659,71.84058,4.31502,2.35643,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2426.5,3.24347,73.0255,3.76778,2.17869,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2427,2.17961,73.61796,5.6595,2.11945,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2427.5,4.22763,71.24812,4.31502,1.94171,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2428,3.24347,74.21042,3.52076,1.94171,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2428.5,6.29111,16.14923,5.6595,2.11945,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2429,4.82659,16.74169,2.8727,1.94171,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2429.5,3.70299,16.74169,4.61776,1.82322,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2430,5.15718,20.29645,2.50838,1.82322,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2430.5,4.82659,19.11153,3.07425,1.82322,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2431,4.82659,22.07384,5.6595,2.0602,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2431.5,7.67437,34.51552,3.76778,2.11945,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2432,7.18243,29.18337,2.50838,2.41568,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2432.5,5.51041,23.85122,2.19026,2.65266,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2433,4.82659,19.70399,3.28994,3.24512,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2433.5,4.22763,25.03614,6.05657,3.6006,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2434,3.46562,30.96076,7.94369,3.48211,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2434.5,5.15718,36.88537,5.6595,3.83758,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2435,3.46562,42.80998,3.76778,3.83758,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2435.5,4.51719,48.73459,2.34392,3.89683,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2436,7.18243,54.6592,2.34392,3.83758,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2436.5,5.51041,42.80998,2.8727,4.19306,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2437,2.84096,45.77229,2.50838,4.48929,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2437.5,3.70299,45.17983,3.76778,4.66703,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2438,3.95662,43.40244,6.05657,4.66703,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2438.5,5.51041,43.9949,4.94175,4.25231,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2439,3.95662,42.80998,6.93625,3.71909,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2439.5,2.48841,43.9949,3.76778,2.17869,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2440,4.51719,43.40244,3.76778,2.00095,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2440.5,7.67437,42.21752,5.6595,1.94171,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2441,4.51719,38.66275,3.52076,2.00095,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2441.5,3.46562,36.29291,119.66703,1.88246,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2442,5.88784,35.10798,235.75591,2.00095,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2442.5,3.46562,35.10798,464.4625,2.88965,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2443,6.72201,38.66275,531.92239,3.18588,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2443.5,4.51719,36.88537,609.18035,3.54135,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2444,108.62153,33.3306,569.24219,3.54135,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2444.5,210.68526,33.92306,434.01211,3.18588,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2445,408.65083,35.70045,378.96948,3.36361,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2445.5,532.64723,36.29291,309.21305,3.00814,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2446,569.13003,38.66275,205.85668,2.71191,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2446.5,532.64723,37.47783,104.49052,2.59342,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2447,436.64069,37.47783,53.03821,2.88965,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2447.5,334.99391,34.51552,26.92159,3.48211,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2448,313.51989,32.14568,13.6651,4.07457,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2448.5,210.68526,31.55322,8.50102,4.54854,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2449,108.62153,33.92306,5.6595,4.13381,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2449.5,56.00125,32.73814,6.93625,3.54135,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2450,28.87217,28.59091,5.28846,2.94889,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2450.5,14.88542,31.55322,6.93625,2.41568,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2451,8.76166,34.51552,9.73573,2.41568,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2451.5,5.88784,30.96076,14.62384,2.8304,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2452,7.18243,26.81353,19.18036,3.18588,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2452.5,5.51041,27.99845,25.1566,2.94889,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2453,7.18243,29.18337,20.52606,2.47492,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2453.5,10.003,25.62861,17.92288,2.11945,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2454,14.88542,26.22107,10.41879,2.59342,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2454.5,18.15836,24.44368,10.41879,2.47492,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2455,25.28924,24.44368,8.50102,2.8304,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2455.5,20.731,28.59091,8.50102,3.06738,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2456,18.15836,33.3306,4.61776,3.42286,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2456.5,10.68814,29.18337,9.73573,3.6006,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2457,11.42021,27.40599,6.93625,3.30437,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2457.5,9.36178,26.81353,9.09745,3.65985,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2458,8.76166,35.10798,9.09745,3.6006,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2458.5,5.15718,33.92306,6.05657,3.30437,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2459,8.76166,31.55322,7.94369,2.8304,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2459.5,7.67437,33.92306,6.93625,2.94889,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2460,8.20002,33.92306,5.6595,2.47492,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2460.5,11.42021,30.96076,6.05657,2.71191,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2461,9.36178,31.55322,8.50102,2.59342,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2461.5,6.29111,34.51552,7.94369,3.36361,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2462,7.18243,33.92306,6.05657,2.77115,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2462.5,8.20002,29.77583,7.4229,2.23794,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2463,10.003,26.81353,7.94369,3.65985,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2463.5,8.20002,27.40599,7.4229,3.18588,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2464,6.72201,34.51552,7.94369,3.48211,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2464.5,6.72201,31.55322,8.50102,3.24512,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2465,7.67437,28.59091,12.76921,2.8304,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2465.5,8.20002,27.99845,9.09745,3.18588,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2466,7.67437,28.59091,6.93625,2.88965,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2466.5,7.18243,23.25876,5.6595,2.53417,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2467,7.67437,27.40599,8.50102,2.23794,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2467.5,8.20002,30.96076,6.4815,2.47492,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2468,7.67437,26.81353,9.73573,2.94889,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2468.5,8.20002,35.10798,13.6651,2.59342,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2469,6.72201,35.70045,14.62384,3.00814,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2469.5,10.003,38.07029,11.14978,2.47492,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2470,7.67437,36.29291,11.93205,2.88965,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2470.5,5.15718,33.92306,13.6651,2.35643,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2471,7.67437,32.73814,19.18036,2.77115,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2471.5,7.18243,33.92306,14.62384,2.41568,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2472,8.20002,33.3306,9.73573,2.53417,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2472.5,11.42021,32.14568,6.93625,2.77115,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2473,13.0382,34.51552,7.4229,2.59342,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2473.5,13.0382,34.51552,7.94369,6.20743,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2474,13.0382,34.51552,11.93205,6.79989,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2474.5,12.20241,35.10798,14.62384,7.39235,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2475,15.90498,32.73814,11.14978,7.98481,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2475.5,18.15836,32.73814,11.93205,8.57727,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2476,12.20241,34.51552,14.62384,9.16973,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2476.5,8.20002,33.92306,14.62384,9.6437,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2477,6.29111,36.88537,12.76921,9.46597,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2477.5,7.67437,33.92306,9.09745,9.05124,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2478,10.68814,30.36829,9.09745,8.63652,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2478.5,15.90498,33.3306,5.6595,8.16255,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2479,13.93123,36.29291,7.94369,7.57009,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2479.5,10.003,36.29291,6.4815,6.97763,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2480,12.20241,36.88537,7.4229,6.38517,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2480.5,15.90498,36.29291,7.4229,5.79271,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2481,15.90498,35.10798,6.4815,5.20024,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2481.5,10.68814,34.51552,6.93625,4.60778,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2482,7.18243,36.29291,4.94175,4.01532,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2482.5,9.36178,36.88537,6.93625,3.42286,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2483,5.88784,35.10798,6.93625,2.8304,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2483.5,7.18243,33.92306,9.09745,2.23794,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2484,9.36178,37.47783,8.50102,3.18588,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2484.5,8.76166,31.55322,6.05657,3.36361,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2485,7.67437,35.10798,7.94369,3.36361,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2485.5,9.36178,37.47783,6.4815,3.18588,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2486,5.88784,39.84767,9.09745,3.42286,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2486.5,8.76166,39.84767,5.6595,4.01532,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2487,8.20002,39.25521,6.93625,4.3708,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2487.5,10.003,39.84767,6.4815,3.89683,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2488,8.20002,38.07029,13.6651,3.30437,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2488.5,6.29111,36.29291,9.73573,2.71191,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2489,8.76166,42.21752,14.62384,3.18588,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2489.5,116.06138,40.44014,15.64985,2.88965,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2490,59.83696,39.84767,11.93205,3.30437,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2490.5,30.84972,38.66275,11.14978,3.48211,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2491,15.90498,42.21752,16.74785,3.18588,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2491.5,9.36178,44.58736,12.76921,3.12663,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2492,15.90498,39.25521,11.93205,3.36361,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2492.5,8.76166,39.84767,11.93205,3.18588,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
2493,13.0382,40.44014,12.76921,3.18588,Natural Gas Industry (Chinese Edition),"Zou et al., 2021",YS108,North Yunnan-Guizhou,10.3787/j.issn.1000-0976.2021.S1.009,,,
